Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published
"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,76,https://www.goodreads.com/book/show/43307358-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564967250l/43307358._SY75_.jpg,4.53,"522,797 ",  2019
"A Deadly Education (The Scholomance, #1)",Naomi Novik,76,https://www.goodreads.com/book/show/50548197-a-deadly-education,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1596909044l/50548197._SY75_.jpg,3.96,"185,242 ",  2020
"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,76,https://www.goodreads.com/book/show/7171637-clockwork-angel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693490271l/7171637._SY75_.jpg,4.31,"845,005 ",  2010
"Sinners Anonymous (Sinners Anonymous, #1)",Somme Sketcher,75,https://www.goodreads.com/book/show/59818980-sinners-anonymous,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639431375l/59818980._SY75_.jpg,3.83,"68,365 ",  2021
Heart Bones (Kindle Edition),Colleen Hoover,75,https://www.goodreads.com/book/show/51007311-heart-bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580936060l/51007311._SY75_.jpg,4.23,"577,246 ",  2020
"Truly, Devious (Truly Devious, #1)",Maureen Johnson,75,https://www.goodreads.com/book/show/29589074-truly-devious,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498501619l/29589074._SX50_.jpg,3.91,"159,273 ",  2018
"This Woven Kingdom (This Woven Kingdom, #1)",Tahereh Mafi,74,https://www.goodreads.com/book/show/56554281-this-woven-kingdom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634235371l/56554281._SY75_.jpg,3.96,"62,147 ",  2022
"Daughter of the Moon Goddess (The Celestial Kingdom, #1)",Sue Lynn Tan,74,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627686439l/57789637._SX50_.jpg,4.10,"97,416 ",  2022
"A Dawn of Onyx (The Sacred Stones, #1)",Kate  Golden,73,https://www.goodreads.com/book/show/195775182-a-dawn-of-onyx,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691300029l/195775182._SY75_.jpg,3.95,"36,140 ",  2022
"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,73,https://www.goodreads.com/book/show/13597723-the-naturals,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620015246l/13597723._SY75_.jpg,4.19,"179,964 ",  2013
"The Stopover (Miles High Club, #1)",T.L. Swan,72,https://www.goodreads.com/book/show/45156972-the-stopover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567712346l/45156972._SY75_.jpg,4.01,"170,263 ",  2019
Carrie Soto Is Back (Hardcover),Taylor Jenkins Reid,71,https://www.goodreads.com/book/show/60435878-carrie-soto-is-back,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649848581l/60435878._SY75_.jpg,4.21,"579,950 ",  2022
"The Witch Collector (Witch Walker, #1)",Charissa Weaks,71,https://www.goodreads.com/book/show/57191885-the-witch-collector,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625671227l/57191885._SX50_.jpg,3.77,"43,764 ",  2021
"A Touch of Ruin (Hades x Persephone Saga, #2)",Scarlett St.  Clair,71,https://www.goodreads.com/book/show/53143734-a-touch-of-ruin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611949990l/53143734._SY75_.jpg,3.80,"160,865 ",  2020
"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,71,https://www.goodreads.com/book/show/44084762-our-violent-ends,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612451534l/44084762._SY75_.jpg,4.30,"69,330 ",  2021
"Kiss the Sky (Calloway Sisters, #1)",Krista Ritchie,71,https://www.goodreads.com/book/show/60690784-kiss-the-sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648245449l/60690784._SY75_.jpg,4.23,"78,892 ",  2014
Before We Were Strangers (Paperback),Renee Carlino,71,https://www.goodreads.com/book/show/23309634-before-we-were-strangers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438012963l/23309634._SY75_.jpg,4.08,"129,681 ",  2015
"How the King of Elfhame Learned to Hate Stories (The Folk of the Air, #3.5)",Holly Black,71,https://www.goodreads.com/book/show/53439886-how-the-king-of-elfhame-learned-to-hate-stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589827409l/53439886._SY75_.jpg,4.17,"214,957 ",  2020
"Things We Left Behind (Knockemout, #3)",Lucy Score,70,https://www.goodreads.com/book/show/116536542-things-we-left-behind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677175478l/116536542._SY75_.jpg,4.42,"311,087 ",  2023
Marriage for One (Kindle Edition),Ella Maise,70,https://www.goodreads.com/book/show/45694898-marriage-for-one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558997803l/45694898._SX50_.jpg,3.86,"98,607 ",  2019
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,70,https://www.goodreads.com/book/show/53457092-six-crimson-cranes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603387427l/53457092._SY75_.jpg,4.20,"85,752 ",  2021
"The Goal (Off-Campus, #4)",Elle Kennedy,70,https://www.goodreads.com/book/show/32315591-the-goal,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475180973l/32315591._SY75_.jpg,3.90,"267,323 ",  2016
"Flames of Chaos (Legacy of the Nine Realms, #1)",Amelia Hutchins,70,https://www.goodreads.com/book/show/50336781-flames-of-chaos,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578355764l/50336781._SY75_.jpg,3.76,"20,927 ",  2020
"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,70,https://www.goodreads.com/book/show/19161852-the-fifth-season,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386803701l/19161852._SY75_.jpg,4.30,"286,284 ",  2015
"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,70,https://www.goodreads.com/book/show/39679076-house-of-salt-and-sorrows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544071699l/39679076._SY75_.jpg,3.91,"98,209 ",  2019
"When the Moon Hatched (Moonfall, #1)",Sarah A. Parker,69,https://www.goodreads.com/book/show/202507554-when-the-moon-hatched,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703935477l/202507554._SY75_.jpg,4.11,"99,684 ",  2024
Check & Mate (Paperback),Ali Hazelwood,69,https://www.goodreads.com/book/show/60683957-check-mate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678378842l/60683957._SX50_.jpg,3.97,"242,378 ",  2023
"King of Pride (Kings of Sin, #2)",Ana Huang,69,https://www.goodreads.com/book/show/62994279-king-of-pride,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1680192054l/62994279._SY75_.jpg,3.94,"225,343 ",  2023
"Wreck & Ruin (Tarnished Angels Motorcycle Club, #1)",Emma Slate,69,https://www.goodreads.com/book/show/177953882-wreck-ruin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686750137l/177953882._SY75_.jpg,3.84,"28,161 ",  2019
"Maybe Someday (Maybe, #1)",Colleen Hoover,69,https://www.goodreads.com/book/show/62967882-maybe-someday,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362550l/62967882._SY75_.jpg,3.99,"585,642 ",  2014
"Pucking Around (Jacksonville Rays, #1)",Emily Rath,68,https://www.goodreads.com/book/show/123194693-pucking-around,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1678142180l/123194693._SY75_.jpg,3.82,"144,109 ",  2023
"Air Awakens (Air Awakens, #1)",Elise Kova,68,https://www.goodreads.com/book/show/23127048-air-awakens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432967839l/23127048._SY75_.jpg,3.99,"57,512 ",  2015
The Perks of Being a Wallflower (Paperback),Stephen Chbosky,68,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1650033115l/22628._SX50_.jpg,4.23,"1,854,170 ",  1999
I Fell in Love With Hope (Paperback),Lancali,67,https://www.goodreads.com/book/show/61713106-i-fell-in-love-with-hope,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658767285l/61713106._SX50_.jpg,3.87,"26,153 ",  2022
Fractured Freedom (Kindle Edition),Shain Rose,67,https://www.goodreads.com/book/show/61435016-fractured-freedom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657721644l/61435016._SY75_.jpg,3.83,"42,426 ",  2022
"Electric Idol (Dark Olympus, #2)",Katee Robert,67,https://www.goodreads.com/book/show/57661359-electric-idol,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629300986l/57661359._SX50_.jpg,3.96,"105,404 ",  2022
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,67,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461353773l/8490112._SY75_.jpg,3.99,"374,894 ",  2011
My Killer Vacation (ebook),Tessa Bailey,66,https://www.goodreads.com/book/show/60191114-my-killer-vacation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651255986l/60191114._SX50_.jpg,3.61,"127,850 ",  2022
Layla (Kindle Edition),Colleen Hoover,66,https://www.goodreads.com/book/show/52089753-layla,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593095775l/52089753._SY75_.jpg,3.64,"510,224 ",  2020
"Today Tonight Tomorrow (Rowan & Neil, #1)",Rachel Lynn Solomon,66,https://www.goodreads.com/book/show/52766407-today-tonight-tomorrow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582468069l/52766407._SY75_.jpg,4.06,"87,819 ",  2020
The Upside of Falling (Hardcover),Alex Light,66,https://www.goodreads.com/book/show/45891343-the-upside-of-falling,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1561400542l/45891343._SY75_.jpg,3.61,"113,134 ",  2020
The Perfect Marriage (Paperback),Jeneva Rose,66,https://www.goodreads.com/book/show/53450790-the-perfect-marriage,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593388297l/53450790._SY75_.jpg,3.97,"796,986 ",  2020
"Pestilence (The Four Horsemen, #1)",Laura Thalassa,66,https://www.goodreads.com/book/show/123272656-pestilence,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679225472l/123272656._SY75_.jpg,3.89,"102,514 ",  2018
"Trial of the Sun Queen (Artefacts of Ouranos, #1)",Nisha J. Tuli,65,https://www.goodreads.com/book/show/191755077-trial-of-the-sun-queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690915228l/191755077._SY75_.jpg,3.88,"47,365 ",  2023
"Yours Truly (Part of Your World, #2)",Abby Jimenez,65,https://www.goodreads.com/book/show/61918816-yours-truly,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660857282l/61918816._SY75_.jpg,4.32,"479,830 ",  2023
"A Kingdom of Stars and Shadows (Stars and Shadows, #1)",Holly Renee,65,https://www.goodreads.com/book/show/61189711-a-kingdom-of-stars-and-shadows,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653879772l/61189711._SY75_.jpg,3.77,"45,557 ",  2022
"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,65,https://www.goodreads.com/book/show/56060300-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640745736l/56060300._SX50_.jpg,4.60,"402,191 ",  2021
The Vanishing Half (Hardcover),Brit Bennett,65,https://www.goodreads.com/book/show/51791252-the-vanishing-half,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577090827l/51791252._SX50_SY75_.jpg,4.14,"784,957 ",  2020
"Hopeless (Hopeless, #1)",Colleen Hoover,65,https://www.goodreads.com/book/show/62967897-hopeless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666362713l/62967897._SY75_.jpg,4.24,"611,893 ",  2012
"Bone Crier's Moon (Bone Grace, #1)",Kathryn Purdie,64,https://www.goodreads.com/book/show/46249012-bone-crier-s-moon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560367799l/46249012._SY75_.jpg,3.65,"26,772 ",  2020
Kulti (Nook),Mariana Zapata,64,https://www.goodreads.com/book/show/24044596-kulti,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419402858l/24044596._SX50_.jpg,4.25,"141,445 ",  2015
"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,64,https://www.goodreads.com/book/show/43449920-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572608363l/43449920._SY75_.jpg,4.56,"456,250 ",  2020
"Glass Sword (Red Queen, #2)",Victoria Aveyard,64,https://www.goodreads.com/book/show/23174274-glass-sword,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436460934l/23174274._SX50_.jpg,3.79,"379,483 ",  2016
"Girl, Serpent, Thorn (Hardcover)",Melissa Bashardoust,64,https://www.goodreads.com/book/show/51182650-girl-serpent-thorn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1596558892l/51182650._SY75_.jpg,3.65,"39,259 ",  2020
"Bully (Fall Away, #1)",Penelope Douglas,64,https://www.goodreads.com/book/show/20803953-bully,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392309572l/20803953._SY75_.jpg,3.86,"208,538 ",  2013
Spy Dust: Mafia Romance & Spy Thriller (Russian Gambit),Laureline Ducros,63,https://www.goodreads.com/book/show/61153810-spy-dust,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701605641l/61153810._SY75_.jpg,4.53,192 ,  2020
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,63,https://www.goodreads.com/book/show/42036538-gideon-the-ninth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546870952l/42036538._SY75_.jpg,4.21,"148,827 ",  2019
"The Elite (The Selection, #2)",Kiera Cass,63,https://www.goodreads.com/book/show/16248068-the-elite,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595l/16248068._SY75_.jpg,3.94,"803,346 ",  2013
Court of the Vampire Queen (Paperback),Katee Robert,62,https://www.goodreads.com/book/show/60338559-court-of-the-vampire-queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644431148l/60338559._SX50_.jpg,3.38,"59,104 ",  2022
Cleopatra and Frankenstein (Hardcover),Coco Mellors,62,https://www.goodreads.com/book/show/57693262-cleopatra-and-frankenstein,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621624081l/57693262._SY75_.jpg,3.73,"147,498 ",  2022
All He'll Ever Be (Merciless #1-4),W.  Winters,62,https://www.goodreads.com/book/show/52050087-all-he-ll-ever-be,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569251326l/52050087._SX50_SY75_.jpg,3.62,"12,520 ",  2019
The Ex Talk (Kindle Edition),Rachel Lynn Solomon,62,https://www.goodreads.com/book/show/53415121-the-ex-talk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589505942l/53415121._SY75_.jpg,3.68,"92,946 ",  2021
The Grace Year (Hardcover),Kim Liggett,62,https://www.goodreads.com/book/show/43263520-the-grace-year,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548518877l/43263520._SY75_.jpg,4.15,"168,257 ",  2019
The Soulmate Equation (Paperback),Christina Lauren,61,https://www.goodreads.com/book/show/58438593-the-soulmate-equation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635692444l/58438593._SY75_.jpg,4.00,"254,616 ",  2021
"The Mindf*ck Series (Mindf*ck, #1-5)",S.T. Abby,61,https://www.goodreads.com/book/show/44799982-the-mindf-ck-series,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554575415l/44799982._SY75_.jpg,4.63,"61,029 ",  2016
"Good Girl Complex (Avalon Bay, #1)",Elle Kennedy,61,https://www.goodreads.com/book/show/57693481-good-girl-complex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635841180l/57693481._SY75_.jpg,3.58,"125,540 ",  2022
"Ruthless Creatures (Queens & Monsters, #1)",J.T. Geissinger,61,https://www.goodreads.com/book/show/60658710-ruthless-creatures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647836698l/60658710._SY75_.jpg,4.09,"64,464 ",  2021
Dark Matter (Hardcover),Blake Crouch,61,https://www.goodreads.com/book/show/27833670-dark-matter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680l/27833670._SY75_.jpg,4.14,"570,015 ",  2016
Pretty Girls (Paperback),Karin Slaughter,61,https://www.goodreads.com/book/show/25574782-pretty-girls,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432205734l/25574782._SY75_.jpg,4.04,"493,572 ",  2015
"Fracture Me (Shatter Me, #2.5)",Tahereh Mafi,61,https://www.goodreads.com/book/show/17331518-fracture-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383413233l/17331518._SX50_.jpg,3.35,"178,929 ",  2013
"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,61,https://www.goodreads.com/book/show/54513688-realm-breaker,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606844931l/54513688._SY75_.jpg,3.59,"36,182 ",  2021
"Kill Switch (Devil's Night, #3)",Penelope Douglas,61,https://www.goodreads.com/book/show/58080310-kill-switch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621282766l/58080310._SY75_.jpg,4.32,"124,577 ",  2019
"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,61,https://www.goodreads.com/book/show/25489134-the-bear-and-the-nightingale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611440212l/25489134._SX50_.jpg,4.10,"207,877 ",  2017
The Kiss Thief (Paperback),L.J. Shen,61,https://www.goodreads.com/book/show/41450662-the-kiss-thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544101164l/41450662._SY75_.jpg,3.85,"109,186 ",  2019
"A Promise of Fire (Kingmaker Chronicles, #1)",Amanda Bouchet,61,https://www.goodreads.com/book/show/59645282-a-promise-of-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637182295l/59645282._SX50_.jpg,3.98,"50,812 ",  2016
"The One (The Selection, #3)",Kiera Cass,61,https://www.goodreads.com/book/show/18635016-the-one,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836l/18635016._SY75_.jpg,4.15,"715,721 ",  2014
The Very Secret Society of Irregular Witches (Paperback),Sangu Mandanna,60,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643062993l/60018635._SX50_.jpg,4.11,"200,630 ",  2022
"The Shadow of the Gods (The Bloodsworn Saga, #1)",John Gwynne,60,https://www.goodreads.com/book/show/52694527-the-shadow-of-the-gods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610375894l/52694527._SY75_.jpg,4.23,"51,287 ",  2021
"Chasing Love (Dark Love, #1)",Kat T. Masen,60,https://www.goodreads.com/book/show/54256265-chasing-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593037193l/54256265._SY75_.jpg,3.63,"39,200 ",  2020
"The War of Two Queens (Blood and Ash, #4)",Jennifer L. Armentrout,60,https://www.goodreads.com/book/show/57815107-the-war-of-two-queens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635174962l/57815107._SY75_.jpg,4.08,"227,380 ",  2022
"A Fate of Wrath & Flame (Fate & Flame, #1)",K.A. Tucker,60,https://www.goodreads.com/book/show/57198961-a-fate-of-wrath-flame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615561273l/57198961._SY75_.jpg,4.11,"29,351 ",  2021
The Push (Hardcover),Ashley Audrain,60,https://www.goodreads.com/book/show/52476830-the-push,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609854219l/52476830._SY75_.jpg,4.05,"369,903 ",  2021
"Collided (Dirty Air, #2)",Lauren Asher,60,https://www.goodreads.com/book/show/206023915-collided,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706309243l/206023915._SY75_.jpg,3.81,"104,440 ",  2020
"Deviant King (Royal Elite, #1)",Rina Kent,60,https://www.goodreads.com/book/show/53180698-deviant-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586918783l/53180698._SY75_.jpg,3.91,"91,745 ",  2019
"Fortuna Sworn (Fortuna Sworn, #1)",K.J. Sutton,60,https://www.goodreads.com/book/show/44414927-fortuna-sworn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558980613l/44414927._SY75_.jpg,3.59,"17,923 ",  2019
"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,60,https://www.goodreads.com/book/show/256683.City_of_Bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730315l/256683._SY75_.jpg,4.07,"2,045,008 ",  2007
"Lady of Darkness (Lady of Darkness, #1)",Melissa K. Roehrich,59,https://www.goodreads.com/book/show/62987104-lady-of-darkness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1665709613l/62987104._SY75_.jpg,4.14,"24,647 ",  2020
"Exodus (The Ravenhood, #2)",Kate  Stewart,59,https://www.goodreads.com/book/show/53312623-exodus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1595423359l/53312623._SY75_.jpg,4.41,"146,241 ",  2020
"Daughter of the Siren Queen (Daughter of the Pirate King, #2)",Tricia Levenseller,59,https://www.goodreads.com/book/show/36682619-daughter-of-the-siren-queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511933735l/36682619._SY75_.jpg,4.07,"119,398 ",  2018
An Enchantment of Ravens (Hardcover),Margaret  Rogerson,59,https://www.goodreads.com/book/show/30969741-an-enchantment-of-ravens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486244049l/30969741._SY75_.jpg,3.65,"99,292 ",  2017
"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,59,https://www.goodreads.com/book/show/2767052-the-hunger-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052._SX50_.jpg,4.34,"8,972,398 ",  2008
"Curse of Shadows and Thorns (The Broken Kingdoms, #1)",L.J. Andrews,58,https://www.goodreads.com/book/show/58988311-curse-of-shadows-and-thorns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1669161271l/58988311._SY75_.jpg,4.02,"34,487 ",  2021
"Juniper Hill (The Edens, #2)",Devney Perry,58,https://www.goodreads.com/book/show/59114267-juniper-hill,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632919654l/59114267._SX50_.jpg,4.16,"98,553 ",  2022
Crying in H Mart (Hardcover),Michelle Zauner,58,https://www.goodreads.com/book/show/54814676-crying-in-h-mart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601937850l/54814676._SX50_.jpg,4.26,"470,570 ",  2021
"The Simple Wild (Wild, #1)",K.A. Tucker,58,https://www.goodreads.com/book/show/36373564-the-simple-wild,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663601138l/36373564._SY75_.jpg,4.30,"130,470 ",  2018
Piranesi (Hardcover),Susanna Clarke,58,https://www.goodreads.com/book/show/50202953-piranesi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1609095173l/50202953._SY75_.jpg,4.23,"321,318 ",  2020
"A Fate Inked in Blood (Saga of the Unfated, #1)",Danielle L. Jensen,57,https://www.goodreads.com/book/show/165940202-a-fate-inked-in-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690490514l/165940202._SY75_.jpg,3.98,"95,965 ",  2024
"My Dark Romeo (Dark Prince Road, #1)",Parker S. Huntington,57,https://www.goodreads.com/book/show/123008168-my-dark-romeo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677326542l/123008168._SY75_.jpg,3.77,"89,079 ",  2023
The Dead Romantics (Paperback),Ashley Poston,57,https://www.goodreads.com/book/show/58885776-the-dead-romantics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649027850l/58885776._SX50_.jpg,3.93,"185,184 ",  2022
"Psycho Shifters (Cruel Shifterverse, #1)",Jasmine Mas,57,https://www.goodreads.com/book/show/210998178-psycho-shifters,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712488976l/210998178._SY75_.jpg,3.78,"52,162 ",  2022
Darling Venom (Paperback),Parker S. Huntington,57,https://www.goodreads.com/book/show/150304767-darling-venom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683506991l/150304767._SY75_.jpg,4.28,"69,085 ",  2021
To Love Jason Thorn (Kindle Edition),Ella Maise,57,https://www.goodreads.com/book/show/58762117-to-love-jason-thorn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628875951l/58762117._SY75_.jpg,3.77,"116,210 ",  2015
"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,57,https://www.goodreads.com/book/show/50056075-the-heart-principle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634059904l/50056075._SX50_.jpg,3.94,"119,652 ",  2021
"The Risk (Briar U, #2)",Elle Kennedy,57,https://www.goodreads.com/book/show/41032121-the-risk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553609225l/41032121._SX50_.jpg,4.23,"166,997 ",  2019
The Fault in Our Stars (Hardcover),John Green,57,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273739l/11870085._SX50_.jpg,4.13,"5,305,376 ",  2012
Honey Girl (Kindle Edition),Morgan  Rogers,57,https://www.goodreads.com/book/show/49362138-honey-girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591632931l/49362138._SY75_.jpg,3.67,"43,473 ",  2021
The Do-Over (Hardcover),Lynn Painter,56,https://www.goodreads.com/book/show/51035594-the-do-over,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644258928l/51035594._SY75_.jpg,3.94,"120,100 ",  2022
By a Thread (Kindle Edition),Lucy Score,56,https://www.goodreads.com/book/show/48677178-by-a-thread,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1683230813l/48677178._SY75_.jpg,4.09,"152,627 ",  2020
"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,56,https://www.goodreads.com/book/show/50523477-the-jasmine-throne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603885729l/50523477._SY75_.jpg,4.13,"29,598 ",  2021
A Certain Hunger (Paperback),Chelsea G. Summers,56,https://www.goodreads.com/book/show/44294655-a-certain-hunger,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572718848l/44294655._SX50_.jpg,3.76,"47,717 ",  2019
The Maidens (Hardcover),Alex Michaelides,56,https://www.goodreads.com/book/show/45300567-the-maidens,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1608557750l/45300567._SY75_.jpg,3.62,"368,224 ",  2021
