Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published,genre,num_pages,format,key
The Bromance Book Club,Lyssa Kay Adams,34,https://www.goodreads.com/book/show/44019067-the-bromance-book-club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551728106l/44019067._SY75_.jpg,3.88,"120,969 ",2019.0,Romance,352 pages, ebook,thebromancebookclublyssakayadams
How to Make Friends with the Dark,Kathleen Glasgow,34,https://www.goodreads.com/book/show/40755416-how-to-make-friends-with-the-dark,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537464750l/40755416._SY75_.jpg,4.08,"31,887 ",2019.0,Young Adult,421 pages, Hardcover,howtomakefriendswiththedarkkathleenglasgow
Counting Down with You,Tashie Bhuiyan,34,https://www.goodreads.com/book/show/49399658-counting-down-with-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600705603l/49399658._SY75_.jpg,4.02,"18,901 ",2021.0,Romance,464 pages, Hardcover,countingdownwithyoutashiebhuiyan
What If It's Us,Becky Albertalli,34,https://www.goodreads.com/book/show/36341204-what-if-it-s-us,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526557760l/36341204._SY75_.jpg,3.81,"157,631 ",2018.0,Romance,437 pages, Hardcover,whatifit'susbeckyalbertalli
The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,34,https://www.goodreads.com/book/show/44074800-the-southern-book-club-s-guide-to-slaying-vampires,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584222716l/44074800._SY75_.jpg,3.8,"241,040 ",2020.0,Horror,410 pages, Kindle Edition,thesouthernbookclub'sguidetoslayingvampiresgradyhendrix
We Free the Stars,Hafsah Faizal,34,https://www.goodreads.com/book/show/46223364-we-free-the-stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1570454006l/46223364._SY75_.jpg,4.21,"39,759 ",2021.0,Fantasy,592 pages, Hardcover,wefreethestarshafsahfaizal
Spin the Dawn,Elizabeth Lim,34,https://www.goodreads.com/book/show/42815556-spin-the-dawn,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542674036l/42815556._SY75_.jpg,3.98,"59,604 ",2019.0,Fantasy,392 pages, Hardcover,spinthedawnelizabethlim
Chain of Gold,Cassandra Clare,34,https://www.goodreads.com/book/show/17699853-chain-of-gold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571379245l/17699853._SY75_.jpg,4.38,"110,271 ",2020.0,Fantasy,582 pages, Hardcover,chainofgoldcassandraclare
Cruel Beauty,Rosamund Hodge,34,https://www.goodreads.com/book/show/15839984-cruel-beauty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371652590l/15839984._SY75_.jpg,3.64,"91,925 ",2014.0,Fantasy,346 pages, Hardcover,cruelbeautyrosamundhodge
Untamed Vixen,Tessa  James,33,https://www.goodreads.com/book/show/61166822-untamed-vixen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653514958l/61166822._SY75_.jpg,3.93,"16,475 ",,Reverse Harem,390 pages, Kindle Edition,untamedvixentessajames
The Brothers Hawthorne,Jennifer Lynn Barnes,33,https://www.goodreads.com/book/show/62804258-the-brothers-hawthorne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664812464l/62804258._SX50_.jpg,3.94,"102,043 ",2023.0,Mystery,480 pages, Hardcover,thebrothershawthornejenniferlynnbarnes
